yearstart,yearend,locationabbr,datasource,question,datavalueunit,datavaluetype,datavalue,stratificationcategory1,stratification1,:@computed_region_skr5_azej,:@computed_region_hjsp_umg2
2020,2020,NE,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,38.0,Overall,Overall,2243.0,19.0
2020,2020,MN,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,160.61,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",392.0,1.0
2020,2020,NJ,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,31.4,Race/Ethnicity,"White, non-Hispanic",489.0,46.0
2020,2020,MI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,102.5,Race/Ethnicity,"Multiracial, non-Hispanic",436.0,50.0
2020,2020,MT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,38.95,Overall,Overall,2283.0,2.0
2020,2020,MT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,1.98,Sex,Male,2283.0,2.0
2020,2020,NV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,341.7,Race/Ethnicity,"White, non-Hispanic",481.0,10.0
2020,2020,NH,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,235.8,Race/Ethnicity,"White, non-Hispanic",2405.0,26.0
2020,2020,MI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,62.6,Race/Ethnicity,"Asian, non-Hispanic",436.0,50.0
2020,2020,NJ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,89.86,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",489.0,46.0
2020,2020,NE,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,40.2,Race/Ethnicity,"White, non-Hispanic",2243.0,19.0
2020,2020,MT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,13.2,Age,Age >=65,2283.0,2.0
2020,2020,NJ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,32.9,Age,Age 45-64,489.0,46.0
2020,2020,NE,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,119.9,Overall,Overall,2243.0,19.0
2020,2020,MI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,41.13,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",436.0,50.0
2020,2020,MI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,9.7,Age,Age 45-64,436.0,50.0
2020,2020,MN,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,65.29,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",392.0,1.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,5.47,Sex,Female,481.0,10.0
2020,2020,NE,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,2.65,Overall,Overall,2243.0,19.0
2020,2020,NM,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,1.55,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",616.0,11.0
2020,2020,MO,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,48.2,Sex,Female,532.0,18.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,147.87,Race/Ethnicity,"Black, non-Hispanic",481.0,10.0
2020,2020,MI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,130.47,Sex,Male,436.0,50.0
2020,2020,NM,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,98.8,Sex,Female,616.0,11.0
2020,2020,MT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,319.0,Race/Ethnicity,"White, non-Hispanic",2283.0,2.0
2020,2020,MI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,142.06,Sex,Male,436.0,50.0
2020,2020,NM,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,3.45,Sex,Female,616.0,11.0
2020,2020,NJ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,67.4,Race/Ethnicity,"Black, non-Hispanic",489.0,46.0
2020,2020,NM,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,315.1,Sex,Male,616.0,11.0
2020,2020,NM,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,25.2,Race/Ethnicity,"White, non-Hispanic",616.0,11.0
2020,2020,NY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,35.9,Race/Ethnicity,Hispanic,2092.0,47.0
2020,2020,MO,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,6.02,Race/Ethnicity,"White, non-Hispanic",532.0,18.0
2020,2020,NY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,11.2,Age,Age >=65,2092.0,47.0
2020,2020,NJ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,5.1,Sex,Female,489.0,46.0
2020,2020,NY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,27.0,Race/Ethnicity,"Multiracial, non-Hispanic",2092.0,47.0
2020,2020,NE,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,40.05,Race/Ethnicity,Hispanic,2243.0,19.0
2020,2020,MO,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,103.03,Sex,Male,532.0,18.0
2020,2020,MS,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,59.12,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",494.0,32.0
2020,2020,MT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2283.0,2.0
2020,2020,NY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,8.99,Race/Ethnicity,Hispanic,2092.0,47.0
2020,2020,MO,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,7.2,Sex,Male,532.0,18.0
2020,2020,NH,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,5.6,Sex,Male,2405.0,26.0
2020,2020,NV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,269.4,Age,Age >=65,481.0,10.0
2020,2020,NV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,101.7,Race/Ethnicity,"Black, non-Hispanic",481.0,10.0
2020,2020,MT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,6.16,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2283.0,2.0
2020,2020,MS,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,77.36,Sex,Male,494.0,32.0
2020,2020,NY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,86.26,Sex,Male,2092.0,47.0
2020,2020,MT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,92.73,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2283.0,2.0
2020,2020,NM,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,62.9,Race/Ethnicity,"Black, non-Hispanic",616.0,11.0
2020,2020,NY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,8.32,Race/Ethnicity,Hispanic,2092.0,47.0
2020,2020,MS,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,179.2,Sex,Male,494.0,32.0
2020,2020,MT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.8,Race/Ethnicity,"Multiracial, non-Hispanic",2283.0,2.0
2020,2020,NV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,173.5,Race/Ethnicity,"White, non-Hispanic",481.0,10.0
2020,2020,MS,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,324.0,Sex,Female,494.0,32.0
2020,2020,MI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,273.2,Race/Ethnicity,"White, non-Hispanic",436.0,50.0
2020,2020,NH,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,103.0,Sex,Female,2405.0,26.0
2020,2020,NM,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,146.1,Race/Ethnicity,"Black, non-Hispanic",616.0,11.0
2020,2020,MS,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,43.3,Age,Age 18-44,494.0,32.0
2020,2020,NH,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,49.7,Race/Ethnicity,"White, non-Hispanic",2405.0,26.0
2020,2020,NJ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,30.0,Race/Ethnicity,Hispanic,489.0,46.0
2020,2020,MN,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,4.28,Overall,Overall,392.0,1.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,4.61,Overall,Overall,481.0,10.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,440.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",392.0,1.0
2020,2020,NE,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,313.4,Race/Ethnicity,"Black, non-Hispanic",2243.0,19.0
2020,2020,NM,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,187.7,Race/Ethnicity,Hispanic,616.0,11.0
2020,2020,NJ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,71.3,Overall,Overall,489.0,46.0
2020,2020,NE,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,17.6,Age,Age >=65,2243.0,19.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,80.2,Race/Ethnicity,Hispanic,392.0,1.0
2020,2020,MN,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,40.0,Overall,Overall,392.0,1.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,50.5,Race/Ethnicity,Hispanic,481.0,10.0
2020,2020,NH,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.4,Race/Ethnicity,"White, non-Hispanic",2405.0,26.0
2020,2020,MI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,122.22,Sex,Female,436.0,50.0
2020,2020,MT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.1,Sex,Female,2283.0,2.0
2020,2020,MN,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,10.31,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",392.0,1.0
2020,2020,NY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,192.4,Sex,Male,2092.0,47.0
2020,2020,MI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,8.9,Race/Ethnicity,"White, non-Hispanic",436.0,50.0
2020,2020,NH,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,24.3,Age,Age >=65,2405.0,26.0
2020,2020,NY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,3.5,Race/Ethnicity,Hispanic,2092.0,47.0
2020,2020,NE,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,9.93,Race/Ethnicity,"Black, non-Hispanic",2243.0,19.0
2020,2020,MO,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,45.9,Race/Ethnicity,"White, non-Hispanic",532.0,18.0
2020,2020,MO,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,99.28,Race/Ethnicity,"White, non-Hispanic",532.0,18.0
2020,2020,NJ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,22.5,Race/Ethnicity,Hispanic,489.0,46.0
2020,2020,MT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,2.18,Sex,Male,2283.0,2.0
2020,2020,MI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,8.18,Sex,Female,436.0,50.0
2020,2020,NY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,6.24,Sex,Female,2092.0,47.0
2020,2020,NH,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,242.8,Sex,Male,2405.0,26.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,87.8,Sex,Female,392.0,1.0
2020,2020,MT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,2.4,Age,Age 18-44,2283.0,2.0
2020,2020,NH,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,24.2,Age,Age 45-64,2405.0,26.0
2020,2020,NJ,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,3.9,Sex,Male,489.0,46.0
2020,2020,MO,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,110.55,Sex,Male,532.0,18.0
2020,2020,NY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,119.45,Race/Ethnicity,"Black, non-Hispanic",2092.0,47.0
2020,2020,NV,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,26.3,Sex,Female,481.0,10.0
2020,2020,MT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,72.12,Race/Ethnicity,"Black, non-Hispanic",2283.0,2.0
2020,2020,NV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,33.7,Race/Ethnicity,"Asian, non-Hispanic",481.0,10.0
2020,2020,NH,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,56.81,Race/Ethnicity,"Black, non-Hispanic",2405.0,26.0
2020,2020,MT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,247.8,Sex,Female,2283.0,2.0
2020,2020,NE,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,371.6,Sex,Male,2243.0,19.0
2020,2020,MN,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.0,Race/Ethnicity,"Black, non-Hispanic",392.0,1.0
2020,2020,MO,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,226.6,Sex,Female,532.0,18.0
2020,2020,NY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,97.0,Race/Ethnicity,"White, non-Hispanic",2092.0,47.0
2020,2020,NJ,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,5.1,Sex,Female,489.0,46.0
2020,2020,NJ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,70.1,Sex,Male,489.0,46.0
2020,2020,NJ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,54.09,Race/Ethnicity,Hispanic,489.0,46.0
2020,2020,MN,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,50.85,Race/Ethnicity,Hispanic,392.0,1.0
2020,2020,MN,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,41.2,Race/Ethnicity,"White, non-Hispanic",392.0,1.0
2020,2020,MN,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,9.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",392.0,1.0
2020,2020,NV,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,6.5,Overall,Overall,481.0,10.0
2020,2020,NJ,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,33.5,Overall,Overall,489.0,46.0
2020,2020,MI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,153.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",436.0,50.0
2020,2020,MS,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,7.0,Race/Ethnicity,"Black, non-Hispanic",494.0,32.0
2020,2020,NV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,269.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",481.0,10.0
2020,2020,NE,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.3,Sex,Male,2243.0,19.0
2020,2020,MI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,264.1,Overall,Overall,436.0,50.0
2020,2020,MN,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,4.66,Sex,Female,392.0,1.0
2020,2020,MO,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,145.6,Sex,Male,532.0,18.0
2020,2020,NE,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,52.83,Overall,Overall,2243.0,19.0
2020,2020,NV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,121.9,Overall,Overall,481.0,10.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,8.95,Race/Ethnicity,"Black, non-Hispanic",481.0,10.0
2020,2020,NM,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,318.9,Race/Ethnicity,"Black, non-Hispanic",616.0,11.0
2020,2020,NM,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,23.81,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",616.0,11.0
2020,2020,NY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.7,Race/Ethnicity,"White, non-Hispanic",2092.0,47.0
2020,2020,NY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,10.91,Race/Ethnicity,"Black, non-Hispanic",2092.0,47.0
2020,2020,VT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,2.1,Age,Age 18-44,3218.0,28.0
2020,2020,MO,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,8.8,Sex,Female,532.0,18.0
2020,2020,NY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,85.11,Overall,Overall,2092.0,47.0
2020,2020,NJ,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,24.2,Sex,Female,489.0,46.0
2020,2020,NM,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,55.44,Overall,Overall,616.0,11.0
2020,2020,NE,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,31.2,Overall,Overall,2243.0,19.0
2020,2020,MS,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,288.9,Sex,Female,494.0,32.0
2020,2020,MS,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,41.6,Sex,Female,494.0,32.0
2020,2020,MO,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,288.9,Age,Age >=65,532.0,18.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,16.9,Age,Age 45-64,392.0,1.0
2020,2020,MT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,33.9,Age,Age 45-64,2283.0,2.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,8.53,Race/Ethnicity,"Black, non-Hispanic",481.0,10.0
2020,2020,NE,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,30.2,Age,Age 45-64,2243.0,19.0
2020,2020,MS,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,78.89,Race/Ethnicity,"Black, non-Hispanic",494.0,32.0
2020,2020,NY,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,31.4,Race/Ethnicity,"Black, non-Hispanic",2092.0,47.0
2020,2020,MT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,44.0,Race/Ethnicity,"White, non-Hispanic",2283.0,2.0
2020,2020,MO,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,101.52,Overall,Overall,532.0,18.0
2020,2020,NE,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,300.0,Overall,Overall,2243.0,19.0
