locationabbr,year,COPD_Prevalence_overall,COPD_Prevalence_sex_diff,COPD_Prevalence_race_diff,Smoking_Rate_overall,Smoking_Rate_sex_diff,Smoking_Rate_race_diff,Mortality_Underlying_overall,Mortality_Underlying_sex_diff,Mortality_Underlying_race_diff,Mortality_Any_Cause_overall,Mortality_Any_Cause_sex_diff,Mortality_Any_Cause_race_diff,Hospitalization_Any_Dx_overall,Hospitalization_Any_Dx_sex_diff,Hospitalization_Any_Dx_race_diff,Hospitalization_Principal_Dx_overall,Hospitalization_Principal_Dx_sex_diff,Hospitalization_Principal_Dx_race_diff,COPD_Prevalence_yoy_change,Smoking_Rate_yoy_change,Mortality_Underlying_yoy_change,Mortality_Any_Cause_yoy_change,Hospitalization_Any_Dx_yoy_change,Hospitalization_Principal_Dx_yoy_change,Smoking_vs_Prevalence_Diff,Mortality_Any_vs_Underlying_Diff
AR,2021,87.0,-14.0,-20.0,476.0,-53.0,224.0,1.709,0.2120000000000002,-0.9859999999999999,3.4310000000000005,0.8210000000000002,-1.3929999999999998,85.44,3.4399999999999977,14.63000000000001,5.09,-1.1900000000000004,0.8300000000000001,6.0,-7.0,0.02499999999999991,0.1970000000000005,3.1200000000000045,-0.1900000000000004,389.0,1.7220000000000004
AR,2022,89.0,-25.0,4.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,2.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
AZ,2019,60.0,-14.0,24.0,438.0,-13.0,-84.79245283018868,1.048,0.1449999999999999,-0.32999999999999996,1.811,0.47899999999999987,-0.359,78.52,2.4599999999999937,32.81999999999999,6.15,-1.38,3.030000000000001,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.7629999999999999
AZ,2020,54.0,-3.0,20.0,266.0,108.0,-84.79245283018868,0.997,0.14300000000000013,-0.4590000000000001,2.008,0.6089999999999995,-0.45599999999999996,66.95,2.1399999999999864,30.319999999999993,4.2,-0.52,3.1099999999999994,-6.0,-172.0,-0.051000000000000045,0.19700000000000006,-11.569999999999993,-1.9500000000000002,212.0,1.0110000000000001
AZ,2021,51.0,-11.0,-1.0,299.0,-30.0,-84.79245283018868,1.013,0.05999999999999994,-0.43200000000000005,2.103,0.4630000000000001,-0.544,68.12,1.3700000000000045,38.629999999999995,3.67,-0.9100000000000001,4.0,-3.0,33.0,0.015999999999999903,0.0950000000000002,1.1700000000000017,-0.5300000000000002,248.0,1.0900000000000003
AZ,2022,59.0,-20.0,-0.3037037037037037,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,8.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
CA,2019,42.0,-6.0,-10.0,226.0,76.0,-84.79245283018868,0.797,0.17399999999999982,-0.11600000000000021,1.617,0.5819999999999999,-0.002000000000000224,81.91,10.260000000000005,73.52,7.12,-0.5100000000000007,8.739999999999998,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.82
CA,2020,51.0,-11.0,-0.3037037037037037,228.0,8.953333333333333,-84.79245283018868,0.767,0.16699999999999993,0.018000000000000016,1.715,0.6540000000000001,0.29300000000000015,67.08,11.079999999999998,69.41000000000001,4.15,0.040000000000000036,6.7700000000000005,9.0,2.0,-0.030000000000000027,0.09800000000000009,-14.829999999999998,-2.9699999999999998,177.0,0.9480000000000001
CA,2021,44.0,0.0,2.0,203.0,-9.0,-84.79245283018868,0.716,0.17000000000000004,-0.051999999999999935,1.689,0.629,0.06999999999999984,65.36,9.309999999999995,74.28999999999999,3.47,-0.13999999999999968,5.48,-7.0,-25.0,-0.051000000000000045,-0.026000000000000023,-1.7199999999999989,-0.6800000000000002,159.0,0.9730000000000001
CA,2022,44.0,-6.0,-1.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
CO,2019,43.0,-9.0,10.0,378.0,-136.0,-84.79245283018868,1.137,0.23899999999999988,-0.3779999999999999,2.634,0.8479999999999999,-0.22999999999999954,78.0,5.909999999999997,34.72,4.61,-0.3899999999999997,4.8,0.0,0.0,0.0,0.0,0.0,0.0,335.0,1.4969999999999999
CO,2020,43.0,-8.0,36.0,396.0,92.0,-84.79245283018868,1.0890000000000002,0.2549999999999999,-0.16100000000000014,2.946,1.005,0.887,68.52,5.199999999999989,54.52999999999999,2.98,-0.08999999999999986,4.63,0.0,18.0,-0.04799999999999982,0.3120000000000003,-9.480000000000004,-1.6300000000000003,353.0,1.857
CO,2021,48.0,-12.0,30.0,348.0,37.0,-84.79245283018868,1.045,0.22999999999999987,-0.28400000000000003,2.969,0.9840000000000004,0.45500000000000007,69.31,4.890000000000001,59.379999999999995,2.68,-0.3999999999999999,1.83,5.0,-48.0,-0.04400000000000026,0.022999999999999687,0.7900000000000063,-0.2999999999999998,300.0,1.924
CO,2022,49.0,-3.0,-0.3037037037037037,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,1.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
CT,2019,46.0,-6.0,-4.0,366.0,-1.0,-84.79245283018868,0.763,0.07300000000000006,-0.30900000000000005,1.541,0.2509999999999999,-0.615,104.06,12.5,39.72999999999999,7.71,-1.4600000000000009,1.4999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.7779999999999999
CT,2020,46.0,-6.0,-23.0,359.0,-18.0,-84.79245283018868,0.663,0.1489999999999999,-0.2660000000000001,1.69,0.4119999999999997,-0.28400000000000003,92.77,13.059999999999988,48.38000000000001,4.95,-0.4299999999999997,2.29,0.0,-7.0,-0.09999999999999998,0.14900000000000002,-11.290000000000006,-2.76,313.0,1.027
CT,2021,45.0,-7.0,3.0,309.0,77.0,-84.79245283018868,0.648,0.06500000000000006,-0.296,1.436,0.30699999999999994,-0.4129999999999998,97.75,11.159999999999997,54.84,5.11,-0.8000000000000007,1.5,-1.0,-50.0,-0.015000000000000013,-0.254,4.980000000000004,0.16000000000000014,264.0,0.7879999999999999
CT,2022,50.0,-16.0,-5.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,5.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
DC,2019,49.0,-27.0,65.0,261.0,8.953333333333333,-84.79245283018868,0.508,0.10199999999999992,0.39999999999999997,1.195,0.32499999999999996,1.218,56.03,1.5300000000000011,62.45,7.72,-0.16999999999999993,10.72,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.687
DC,2020,46.0,-13.0,47.0,249.0,8.953333333333333,-84.79245283018868,0.525,-0.04700000000000004,0.533,1.557,0.11699999999999977,1.7750000000000004,49.74,1.1099999999999994,58.629999999999995,5.26,-0.5800000000000001,7.09,-3.0,-12.0,0.017000000000000015,0.3619999999999999,-6.289999999999999,-2.46,203.0,1.032
DC,2021,48.0,-8.0,44.0,248.0,8.953333333333333,-84.79245283018868,0.406,0.10599999999999998,0.23900000000000005,1.43,0.4990000000000001,1.427,53.41,1.9500000000000028,67.3,5.15,0.010000000000000675,7.919999999999999,2.0,-1.0,-0.119,-0.127,3.6699999999999946,-0.10999999999999943,200.0,1.024
DC,2022,41.0,-12.0,54.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,-7.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
DE,2019,73.0,4.0,18.0,419.0,107.0,-84.79245283018868,0.976,-0.08200000000000007,-0.3659999999999999,1.8319999999999999,0.42500000000000004,-0.5780000000000001,66.45,2.0700000000000074,12.170000000000002,8.72,-2.130000000000001,2.1099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.8559999999999999
DE,2020,52.0,7.0,-20.0,325.0,-127.0,-84.79245283018868,0.899,0.12199999999999989,-0.52,2.182,0.4630000000000001,-0.7010000000000001,53.55,4.729999999999997,9.030000000000001,4.62,-0.71,1.92,-21.0,-94.0,-0.07699999999999996,0.3500000000000001,-12.900000000000006,-4.1000000000000005,273.0,1.283
DE,2021,53.0,-5.0,8.0,366.0,77.0,-84.79245283018868,0.986,0.1170000000000001,-0.383,2.207,0.7220000000000002,-0.8090000000000002,55.45,5.32,14.229999999999997,4.04,-0.5899999999999999,2.69,1.0,41.0,0.08699999999999997,0.02499999999999991,1.9000000000000057,-0.5800000000000001,313.0,1.2209999999999999
DE,2022,63.0,-22.0,22.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,10.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
FL,2019,66.0,-17.0,-24.0,355.0,-18.0,-181.0,0.971,0.1329999999999999,-0.541,1.9869999999999999,0.581,-0.9950000000000001,121.51,10.079999999999998,48.2,12.18,-1.4000000000000004,6.8000000000000025,0.0,0.0,0.0,0.0,0.0,0.0,289.0,1.016
FL,2020,62.0,-8.0,-27.0,445.0,45.0,-127.0,0.925,0.15799999999999992,-0.502,2.205,0.7060000000000002,-0.8070000000000002,106.6,9.990000000000009,53.49000000000001,7.7,-0.8599999999999994,4.69,-4.0,90.0,-0.04599999999999993,0.2180000000000002,-14.91000000000001,-4.4799999999999995,383.0,1.28
FL,2021,60.967289719626166,-10.94811320754717,-0.3037037037037037,392.02515723270443,8.953333333333333,-84.79245283018868,0.8840000000000001,0.1279999999999999,-0.43500000000000016,2.184,0.6320000000000001,-0.9149999999999998,111.39,6.969999999999999,59.39999999999999,7.22,-1.13,4.999999999999999,0.0,0.0,-0.040999999999999925,-0.020999999999999908,4.790000000000006,-0.4800000000000004,331.4842767295597,1.3
FL,2022,62.0,-6.0,-16.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
GA,2019,70.0,-8.0,-30.0,503.0,75.0,-10.0,1.167,0.18400000000000016,-0.75,1.993,0.5549999999999997,-1.019,103.05,10.590000000000003,23.560000000000002,10.3,-1.1600000000000001,2.92,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.8260000000000001
GA,2020,62.0,-10.0,-20.0,390.0,60.0,-164.0,1.149,0.28300000000000014,-0.646,2.12,0.673,-0.9670000000000001,88.83,11.310000000000002,31.27000000000001,6.68,-0.27000000000000046,3.1000000000000005,-8.0,-113.0,-0.018000000000000016,0.127,-14.219999999999999,-3.620000000000001,328.0,0.9710000000000001
GA,2021,62.0,-22.0,-21.0,375.0,-141.0,-206.0,1.1440000000000001,0.15700000000000003,-0.6999999999999997,2.253,0.653,-1.1560000000000001,93.52,7.429999999999993,33.24000000000001,6.6,-0.6600000000000001,3.3600000000000003,0.0,-15.0,-0.004999999999999893,0.133,4.689999999999998,-0.08000000000000007,313.0,1.109
GA,2022,66.0,-29.0,-2.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,4.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
GU,2019,34.0,5.0,-0.3037037037037037,460.0,265.0,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,426.0,1.375147435897436
GU,2020,37.0,-18.0,-0.3037037037037037,271.0,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,3.0,-189.0,0.0,0.0,0.0,0.0,234.0,1.375147435897436
GU,2021,60.967289719626166,-10.94811320754717,-0.3037037037037037,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
GU,2022,55.0,-10.94811320754717,-0.3037037037037037,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
HI,2019,40.0,1.0,-0.3037037037037037,260.0,109.0,-84.79245283018868,0.445,0.306,-0.40193805309734515,0.927,0.7120000000000001,-0.5061056910569106,54.54,15.740000000000002,-1.9399999999999977,5.51,0.2400000000000002,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.48200000000000004
HI,2020,32.0,1.0,-0.3037037037037037,269.0,8.953333333333333,-84.79245283018868,0.439,0.26799999999999996,-0.40193805309734515,0.966,0.687,-0.5061056910569106,43.65,14.329999999999998,-8.54,2.98,0.43000000000000016,4.654876033057851,-8.0,9.0,-0.006000000000000005,0.038999999999999924,-10.89,-2.53,237.0,0.5269999999999999
HI,2021,30.0,1.0,-0.3037037037037037,195.0,177.0,-84.79245283018868,0.46,0.31900000000000006,-0.40193805309734515,1.074,0.6460000000000001,-0.5061056910569106,43.96,15.630000000000003,-13.709999999999994,3.01,0.3599999999999999,4.654876033057851,-2.0,-74.0,0.02100000000000002,0.1080000000000001,0.3100000000000023,0.029999999999999805,165.0,0.6140000000000001
HI,2022,30.0,0.0,-0.3037037037037037,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
IA,2019,55.0,-7.0,66.0,421.0,-30.0,-84.79245283018868,1.201,0.33099999999999996,-0.40193805309734515,2.6639999999999997,1.2189999999999999,0.1280000000000001,65.13,18.039999999999992,114.51,4.58,-0.2400000000000002,10.809999999999999,0.0,0.0,0.0,0.0,0.0,0.0,366.0,1.4629999999999996
IA,2020,56.0,1.0,-0.3037037037037037,472.0,31.0,-84.79245283018868,1.08,0.3809999999999999,-0.40193805309734515,2.867,1.294,0.4639999999999995,55.31,14.699999999999996,103.47,2.67,0.11000000000000032,2.9699999999999998,1.0,51.0,-0.121,0.2030000000000003,-9.819999999999993,-1.9100000000000001,416.0,1.787
IA,2021,59.0,-10.0,-0.3037037037037037,401.0,-31.0,-84.79245283018868,1.104,0.32599999999999996,0.276,2.842,1.4289999999999998,1.794000000000001,53.46,12.68,107.91000000000001,2.64,-0.14000000000000012,5.220000000000001,3.0,-71.0,0.02400000000000002,-0.02499999999999991,-1.8500000000000014,-0.029999999999999805,342.0,1.738
IA,2022,58.0,-11.0,47.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,-1.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
ID,2019,47.0,-5.0,-0.3037037037037037,366.0,-12.0,-84.79245283018868,1.33,0.16200000000000014,-0.40193805309734515,2.5980000000000003,0.7120000000000002,-0.5061056910569106,52.3,4.93,5.640000000000001,3.61,-0.52,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,319.0,1.2680000000000002
ID,2020,52.0,-4.0,-0.3037037037037037,309.0,-29.0,-84.79245283018868,1.091,0.281,-0.40193805309734515,2.503,0.8940000000000001,-0.5061056910569106,46.1,3.480000000000004,42.47999999999999,2.29,-0.31000000000000005,4.654876033057851,5.0,-57.0,-0.2390000000000001,-0.0950000000000002,-6.199999999999996,-1.3199999999999998,257.0,1.4120000000000001
ID,2021,52.0,-12.0,-0.3037037037037037,328.0,84.0,-84.79245283018868,1.18,0.17900000000000005,-0.40193805309734515,2.7600000000000002,0.911,-0.5061056910569106,44.29,3.8900000000000006,20.53,2.35,-0.5299999999999998,4.654876033057851,0.0,19.0,0.08899999999999997,0.2570000000000001,-1.8100000000000023,0.06000000000000005,276.0,1.5800000000000003
ID,2022,55.0,-3.0,-0.3037037037037037,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,3.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
IL,2019,53.0,-8.0,9.0,397.0,264.0,-101.0,0.961,0.18699999999999994,-0.17900000000000005,1.7890000000000001,0.4929999999999999,-0.32000000000000006,98.76,11.240000000000009,68.58,9.5,-1.2199999999999989,9.309999999999999,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.8280000000000002
IL,2020,57.0,-12.0,14.0,323.0,-93.0,-84.79245283018868,0.93,0.18300000000000005,-0.135,2.0869999999999997,0.6640000000000001,0.18900000000000006,83.63,11.600000000000009,70.11999999999999,5.59,-0.15000000000000036,7.27,4.0,-74.0,-0.030999999999999917,0.2979999999999996,-15.13000000000001,-3.91,266.0,1.1569999999999996
IL,2021,49.0,1.0,12.0,398.0,132.0,-84.79245283018868,0.868,0.20499999999999996,-0.11499999999999999,1.906,0.6619999999999999,-0.08400000000000007,86.97,9.510000000000005,81.60999999999999,5.23,-0.6899999999999995,8.010000000000002,-8.0,75.0,-0.062000000000000055,-0.18099999999999983,3.3400000000000034,-0.35999999999999943,349.0,1.0379999999999998
IL,2022,52.0,-14.0,49.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,3.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
IN,2019,83.0,-24.0,-17.0,505.0,22.0,15.0,1.555,0.29000000000000004,-0.40100000000000025,3.282,0.9889999999999999,-0.7640000000000007,115.57,14.430000000000007,61.360000000000014,10.89,-1.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,422.0,1.727
IN,2020,76.0,-17.0,-4.0,481.0,-7.0,-24.0,1.493,0.32199999999999984,-0.3370000000000002,3.577,1.162,-0.43100000000000005,100.76,17.64,64.54,6.31,-0.3700000000000001,5.03,-7.0,-24.0,-0.06199999999999983,0.29499999999999993,-14.809999999999988,-4.580000000000001,405.0,2.0839999999999996
IN,2021,78.0,-18.0,11.0,424.0,44.0,84.0,1.435,0.2549999999999999,-0.43399999999999994,3.3739999999999997,0.919,-0.6789999999999998,107.31,13.150000000000006,82.92999999999999,6.21,-0.8700000000000001,6.4799999999999995,2.0,-57.0,-0.05800000000000005,-0.2030000000000003,6.549999999999997,-0.09999999999999964,346.0,1.9389999999999996
IN,2022,81.0,-11.0,0.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,3.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
KS,2019,60.0,-26.0,5.0,428.0,-59.0,-84.79245283018868,1.337,0.16100000000000003,-0.647,2.467,0.6069999999999998,-0.6070000000000002,70.53,9.759999999999991,65.74999999999999,4.2,-0.5000000000000004,4.7299999999999995,0.0,0.0,0.0,0.0,0.0,0.0,368.0,1.1300000000000001
KS,2020,58.0,-13.0,34.0,495.0,-37.0,-84.79245283018868,1.216,0.2450000000000001,-0.08699999999999997,2.632,1.044,0.30400000000000027,59.68,9.030000000000001,58.93,2.67,-0.06999999999999984,2.1399999999999997,-2.0,67.0,-0.121,0.16500000000000004,-10.850000000000001,-1.5300000000000002,437.0,1.4160000000000001
KS,2021,58.0,-8.0,-4.0,376.0,-59.0,-26.0,1.1420000000000001,0.12700000000000022,-0.13400000000000012,2.531,0.726,-0.09899999999999975,59.83,6.0,72.93,2.49,-0.19999999999999973,2.55,0.0,-119.0,-0.07399999999999984,-0.10099999999999998,0.14999999999999858,-0.17999999999999972,318.0,1.389
KS,2022,64.0,-5.0,-22.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,6.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
KY,2019,97.0,-14.0,-37.0,528.0,-21.0,-84.79245283018868,1.746,0.264,-0.71,3.93,1.27,-0.875,142.06,4.340000000000003,27.72999999999999,12.8,-2.5500000000000007,-0.13000000000000078,0.0,0.0,0.0,0.0,0.0,0.0,431.0,2.184
KY,2020,111.0,-30.0,-8.0,524.0,-25.0,-84.79245283018868,1.57,0.29800000000000026,-0.5699999999999998,4.044,1.141,-0.8769999999999998,122.01,3.1099999999999994,42.42999999999999,7.49,-2.040000000000001,2.5,14.0,-4.0,-0.17599999999999993,0.11399999999999944,-20.049999999999997,-5.3100000000000005,413.0,2.4739999999999993
KY,2021,101.0,-18.0,-33.0,419.0,-239.0,-84.79245283018868,1.6130000000000002,0.14700000000000024,-0.8130000000000002,4.406000000000001,1.069,-1.4140000000000006,128.14,3.0999999999999943,50.89,7.05,-1.6500000000000004,1.1500000000000004,-10.0,-105.0,0.04300000000000015,0.362000000000001,6.129999999999981,-0.4400000000000004,318.0,2.793
KY,2022,104.0,-22.0,-14.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,3.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
LA,2019,82.0,-16.0,-13.0,440.0,58.0,-186.0,1.076,0.22099999999999986,-0.384,2.174,0.7130000000000001,-0.3740000000000001,105.12,8.929999999999993,16.900000000000006,10.54,-1.4900000000000002,1.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,358.0,1.0979999999999999
LA,2020,80.0,-15.0,-6.0,391.0,-45.0,-274.0,1.155,0.2230000000000001,-0.5579999999999999,2.589,0.7950000000000004,-0.673,93.63,9.480000000000004,26.11,6.71,-0.4299999999999997,2.3099999999999996,-2.0,-49.0,0.07899999999999996,0.41500000000000004,-11.490000000000009,-3.829999999999999,311.0,1.434
LA,2021,82.0,2.0,1.0,412.0,85.0,-81.0,1.0890000000000002,0.2190000000000002,-0.5340000000000001,2.504,0.9359999999999999,-0.6840000000000002,97.46,7.760000000000005,25.370000000000005,6.61,-0.20000000000000018,2.160000000000001,2.0,21.0,-0.06599999999999984,-0.08499999999999996,3.8299999999999983,-0.09999999999999964,330.0,1.4149999999999998
LA,2022,85.0,-31.0,1.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,3.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
MA,2019,44.0,-5.0,-0.3037037037037037,448.0,90.0,-84.79245283018868,0.855,0.07800000000000007,-0.5130000000000001,1.594,0.33399999999999963,-0.7739999999999999,89.18,10.350000000000009,-4.8700000000000045,10.34,-0.8599999999999994,0.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.7390000000000001
MA,2020,40.0,-13.0,3.0,341.0,34.0,-84.79245283018868,0.755,0.11599999999999999,-0.35800000000000004,1.709,0.5250000000000001,-0.6419999999999999,73.52,8.100000000000009,13.75,5.76,-0.34999999999999964,1.54,-4.0,-107.0,-0.09999999999999998,0.11499999999999999,-15.66000000000001,-4.58,301.0,0.9540000000000001
MA,2021,53.0,-13.0,-0.3037037037037037,397.0,-72.0,-84.79245283018868,0.7290000000000001,0.10100000000000009,-0.392,1.636,0.4530000000000003,-0.7849999999999998,75.31,7.170000000000002,11.780000000000001,5.79,-0.5800000000000001,1.67,13.0,56.0,-0.025999999999999912,-0.07300000000000018,1.7900000000000063,0.03000000000000025,344.0,0.9069999999999998
MA,2022,51.0,-20.0,0.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,-2.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
MD,2019,49.0,-11.0,-6.0,328.0,3.0,55.0,0.7959999999999999,0.10099999999999998,-0.42800000000000005,1.8490000000000002,0.4880000000000002,-0.788,59.03,5.18,3.3800000000000026,7.56,-0.5999999999999996,1.1799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,279.0,1.0530000000000004
MD,2020,44.0,-7.0,-3.0,309.0,52.0,-116.0,0.751,0.10399999999999987,-0.402,2.1350000000000002,0.5229999999999997,-0.615,46.97,4.43,5.980000000000004,4.46,-0.20000000000000018,0.9799999999999995,-5.0,-19.0,-0.04499999999999993,0.28600000000000003,-12.060000000000002,-3.0999999999999996,265.0,1.3840000000000003
MD,2021,44.0,-18.0,-11.0,317.0,59.0,-55.0,0.6659999999999999,0.07500000000000007,-0.28400000000000003,2.039,0.4940000000000002,-0.6450000000000002,47.74,3.4499999999999957,7.550000000000004,4.06,-0.30000000000000027,0.8799999999999999,0.0,8.0,-0.08500000000000008,-0.09600000000000009,0.7700000000000031,-0.40000000000000036,273.0,1.3730000000000002
