locationabbr,year,COPD_Prevalence_overall_z,COPD_Prevalence_sex_diff_z,COPD_Prevalence_race_diff_z,Smoking_Rate_overall_z,Smoking_Rate_sex_diff_z,Smoking_Rate_race_diff_z,Mortality_Underlying_overall_z,Mortality_Underlying_sex_diff_z,Mortality_Underlying_race_diff_z,Mortality_Any_Cause_overall_z,Mortality_Any_Cause_sex_diff_z,Mortality_Any_Cause_race_diff_z,Hospitalization_Any_Dx_overall_z,Hospitalization_Any_Dx_sex_diff_z,Hospitalization_Any_Dx_race_diff_z,Hospitalization_Principal_Dx_overall_z,Hospitalization_Principal_Dx_sex_diff_z,Hospitalization_Principal_Dx_race_diff_z,COPD_Prevalence_yoy_change_z,Smoking_Rate_yoy_change_z,Mortality_Underlying_yoy_change_z,Mortality_Any_Cause_yoy_change_z,Hospitalization_Any_Dx_yoy_change_z,Hospitalization_Principal_Dx_yoy_change_z,Smoking_vs_Prevalence_Diff_z,Mortality_Any_vs_Underlying_Diff_z
AR,2022,1.609026933202374,-1.791262933755729,0.20404404611669155,0.0,0.0,2.257357641054741e-16,0.0,3.0366463628323904e-16,0.0,-7.505752365952164e-16,4.727690210316963e-16,0.0,6.135152441222987e-16,0.0,0.0,0.0,1.9741898968474384e-16,0.0,0.3153295351013279,0.20053595524578743,0.4344945957905899,-0.4241706759356143,0.4066109580156389,0.559052734645644,-7.978394017264205e-16,0.0
AZ,2019,-0.055520682642588866,-0.38903897889894484,1.3613087852859869,0.5928496604807904,-0.28229214277137676,2.257357641054741e-16,-0.1172664937894586,-0.4759192120981566,0.3249197546871274,-1.0853332265609057,-1.330781085751522,0.28702254464989746,-0.08929746896005157,-1.1747400757037934,-0.30346752052959586,0.12786862498537432,-1.3130125438525706,-0.6441608457960313,-0.07499241092667684,0.20053595524578743,0.4344945957905899,-0.4241706759356143,0.4066109580156389,0.559052734645644,0.6528825599993515,-1.5609437606582273
AZ,2020,-0.39990984454154677,1.0131849759578393,1.1298558374521277,-1.6251055399061676,1.273615051671529,2.257357641054741e-16,-0.3165769455281761,-0.4978005551831268,-0.2577294351362527,-0.7523746265102973,-0.7771988651443514,0.0977627911284028,-0.5888009482899428,-1.23886585435785,-0.38796035048366967,-0.6656367956704985,0.21623272816115344,-0.6124458923994316,-1.245958249010691,-2.915445562651115,-0.5166962760752971,1.0537062259240648,-1.4159512828525214,-0.7442793726922939,-1.6770501453309483,-0.9285568062381472
AZ,2021,-0.5721044254910257,-0.006614263938003691,-0.08527213867563226,-1.199567623552856,-0.5008906742220329,2.257357641054741e-16,-0.25404817635524557,-1.405876293209495,-0.13577960470810335,-0.5918108346077193,-1.3989142821339424,-0.07393677907666472,-0.538289360492538,-1.3931685092441661,-0.10710618371632813,-0.8813074997461974,-0.4772622207753031,-0.259617035862253,-0.660475329968684,0.7983696185632164,0.7329074183367484,0.2885110787682932,0.5909150048450038,0.2048137516255889,-1.1717635345364255,-0.7271109618865892
AZ,2022,-0.11291887629241518,-1.1538884088208272,1.2848219590125777e-17,0.0,0.0,2.257357641054741e-16,0.0,3.0366463628323904e-16,0.0,-7.505752365952164e-16,4.727690210316963e-16,0.0,6.135152441222987e-16,0.0,0.0,0.0,1.9741898968474384e-16,0.0,1.486295373185342,0.20053595524578743,0.4344945957905899,-0.4241706759356143,0.4066109580156389,0.559052734645644,-7.978394017264205e-16,0.0
CA,2019,-1.0886881683394625,0.6307602609968982,-0.6060412713018151,-2.140909074879879,0.8621354630585291,2.257357641054741e-16,-1.0981865601898124,-0.1586397373660536,1.2914850773398645,-1.4132213910777482,-0.8921736340396859,0.9835764828681818,0.057056618760634045,0.3883257789887999,1.0720757511227266,0.5225867060295776,0.2340146499287537,1.6194939528863146,-0.07499241092667684,0.20053595524578743,0.4344945957905899,-0.4241706759356143,0.4066109580156389,0.559052734645644,-2.070050842615577,-1.4155967590374832
CA,2020,-0.5721044254910257,-0.006614263938003691,1.2848219590125777e-17,-2.1151188981311932,0.0,2.257357641054741e-16,-1.215428002389058,-0.23522443816345684,1.8967175690943838,-1.2475871636414049,-0.5855742503187893,1.5591602693510789,-0.5831885496457869,0.5526480867898145,0.9331695386782297,-0.6859830885078285,1.2120203471468345,0.8385132254950328,1.6814563461993446,0.23676829847714675,-0.12502944648346132,0.311016818390521,-1.929482216753145,-1.4260223211459842,-2.1683010169367343,-1.0892034922400224
CA,2021,-0.9738917810398099,1.3956096909187805,0.08831757219976202,-2.4374961074897628,-0.2308571941947518,2.257357641054741e-16,-1.4147384541277757,-0.20240242353599658,1.5805513420584416,-1.2915309382673734,-0.692032369666323,1.1240579493996006,-0.6574449009376981,0.19795237360957207,1.0980995427485811,-0.9626926710955176,0.8919457553300089,0.3271096019748529,-1.4411192220246936,-0.25236833514620427,-0.5166962760752971,-0.6192204193282626,0.13566825669383806,0.10455743567651682,-2.420944322333996,-1.0254548073186434
CA,2022,-0.9738917810398099,0.6307602609968982,-0.08527213867563226,0.0,0.0,2.257357641054741e-16,0.0,3.0366463628323904e-16,0.0,-7.505752365952164e-16,4.727690210316963e-16,0.0,6.135152441222987e-16,0.0,0.0,0.0,1.9741898968474384e-16,0.0,-0.07499241092667684,0.20053595524578743,0.4344945957905899,-0.4241706759356143,0.4066109580156389,0.559052734645644,-7.978394017264205e-16,0.0
CO,2019,-1.0312899746896362,0.2483355460359571,0.5512234678674801,-0.18085564197977644,-1.8639168115025948,2.257357641054741e-16,0.23054978473496954,0.5525039128955592,0.1081200561481958,0.3056562548687927,0.24054075581806625,0.5387185055186903,-0.11174706353667574,-0.4833840245897622,-0.23925296976449953,-0.4987971944043919,0.4473977111399728,0.057532498103750024,-0.07499241092667684,0.20053595524578743,0.4344945957905899,-0.4241706759356143,0.4066109580156389,0.559052734645644,0.0493457748836715,0.3107176286334597
CO,2020,-1.0312899746896362,0.3758104510229375,2.055667628787564,0.05125594875839359,1.067875257365029,2.257357641054741e-16,0.04296347721617747,0.7275546575753408,1.0882353599596162,0.8329815503804164,0.9090977453205741,2.7181323682352834,-0.5210204415874427,-0.6256630959784484,0.4302682147915813,-1.1620863409013524,0.9808553641680158,-0.009861777864025598,-0.07499241092667684,0.5266270443280214,-0.4607438718478879,1.9164262447761635,-1.086724395781265,-0.5303992320009402,0.3019890802809329,1.2286986915013174
CO,2021,-0.7442990064405046,-0.13408916892498407,1.7084882070367753,-0.5677082932100598,0.36064471443643553,2.257357641054741e-16,-0.1289906380093836,0.45403786901318205,0.5326861324536035,0.8718548894726189,0.8196729250686486,1.8752435690467708,-0.48691432674987856,-0.6877849440495617,0.5941843049024849,-1.2841640979253328,0.42961578937237094,-1.1198851467450364,0.900812454143335,-0.6690402823068367,-0.386140666211356,-0.2516266721651973,0.5310555708320485,0.3585401027474998,-0.4419050967221146,1.399545167090613
CO,2022,-0.6869008127906783,1.0131849759578393,1.2848219590125777e-17,0.0,0.0,2.257357641054741e-16,0.0,3.0366463628323904e-16,0.0,-7.505752365952164e-16,4.727690210316963e-16,0.0,6.135152441222987e-16,0.0,0.0,0.0,1.9741898968474384e-16,0.0,0.12016856208732553,0.20053595524578743,0.4344945957905899,-0.4241706759356143,0.4066109580156389,0.559052734645644,-7.978394017264205e-16,0.0
CT,2019,-0.8590953937401572,0.6307602609968982,-0.2588618495510266,-0.3355967024718898,-0.12798729704150183,2.257357641054741e-16,-1.2310601946822908,-1.2636475631571713,0.41976962279790975,-1.5416724245998104,-2.3016791342010237,-0.21246711412848035,1.0133230031303055,0.837206229567184,-0.06992933853653582,0.7626729615100724,-1.4552679179933838,-1.250709329506013,-0.07499241092667684,0.20053595524578743,0.4344945957905899,-0.4241706759356143,0.4066109580156389,0.559052734645644,-0.16119031294737968,-1.5226945497053999
CT,2020,-0.8590953937401572,0.6307602609968982,-1.358263351761857,-0.4258623210922892,-0.346585828492158,2.257357641054741e-16,-1.621865002013109,-0.43215652592821113,0.6139860194057026,-1.2898407930894518,-1.6160888456029114,0.43335740562012526,0.5259077670339808,0.9494263422117779,0.22241585310456038,-0.3604424031105475,0.37627002406956694,-0.9375241647145846,-0.07499241092667684,0.07372275393602976,-1.4305855451229121,0.6936143919684068,-1.3718443314745556,-1.2856634788172834,-0.2594404872685369,-0.8877576478884652
